 ,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47
0,0.9999996,0.9334287,0.9381838,0.896007,0.9206071,0.91955054,0.95170826,0.9160485,0.92020404,0.9298682,0.9441954,0.93307835,0.9516231,0.8956044,0.90934163,0.95718646,0.91150403,0.9042642,0.905574,0.9233437,0.91449934,0.9260133,0.9106837,0.8867546,0.90648025,0.91619617,0.92223805,0.9304589,0.92210543,0.91591924,0.9341877,0.9037804,0.94397134,0.92246884,0.94511765,0.89308757,0.9215852,0.9308378,0.9249644,0.94537663,0.9305425,0.91722006,0.9352819,0.9003777,0.9139639,0.9183415,0.9149203,0.9194062
1,0.9334287,1.0000001,0.9332807,0.892189,0.9255251,0.89868337,0.91500926,0.9034995,0.9186319,0.9201988,0.9182645,0.9325031,0.9285629,0.8914358,0.8989171,0.921958,0.90689194,0.87547404,0.8940283,0.9298284,0.8915005,0.9040876,0.8972411,0.86891305,0.9059271,0.90301234,0.94513017,0.91271234,0.9173798,0.9137675,0.94284916,0.89329326,0.9093308,0.898462,0.9275366,0.8847426,0.9085894,0.9119073,0.90479106,0.9326541,0.93159425,0.90882635,0.9297173,0.87814295,0.89842755,0.92321956,0.92901516,0.9228135
2,0.9381838,0.9332807,1.0000002,0.88568413,0.9008783,0.8897111,0.9117993,0.89979553,0.9044852,0.9214051,0.92599684,0.92794114,0.94908816,0.8837477,0.90008295,0.9223978,0.90180296,0.883455,0.87652814,0.93663824,0.90173876,0.90109426,0.88559693,0.8653336,0.9016646,0.9071658,0.915606,0.9051708,0.9211704,0.8885192,0.9362116,0.904757,0.91774136,0.9118089,0.9339508,0.89700645,0.91388935,0.9196631,0.89713407,0.93304163,0.9358791,0.898468,0.9115175,0.8788748,0.8950872,0.89066404,0.91692156,0.90430355
3,0.896007,0.892189,0.88568413,1.0000001,0.90494174,0.89881,0.88854176,0.9124319,0.88313437,0.90828496,0.90362036,0.887424,0.9057259,0.89788723,0.8576126,0.8900422,0.93057394,0.8916113,0.9054523,0.90425026,0.8842082,0.9084995,0.9041713,0.8786558,0.9128946,0.90254766,0.9002029,0.9077128,0.90763074,0.8930534,0.9133176,0.8596636,0.8970794,0.8967629,0.9059088,0.83883435,0.9073116,0.87905645,0.89515764,0.9080224,0.9018092,0.91214573,0.89887786,0.8867709,0.9076254,0.8843333,0.91362846,0.88590246
4,0.9206071,0.9255251,0.9008783,0.90494174,0.99999994,0.9173449,0.89996696,0.92255443,0.90410835,0.902678,0.9147924,0.9140245,0.9245167,0.90587807,0.88760215,0.9044679,0.92828494,0.8911798,0.9234061,0.89231277,0.9063513,0.9138492,0.9014835,0.884668,0.92913914,0.9219343,0.9448803,0.9402877,0.90319645,0.93913203,0.9334605,0.8767076,0.8972634,0.90885967,0.92415833,0.8658596,0.9156542,0.90304995,0.9148065,0.9227701,0.9027831,0.94152,0.9399193,0.89134914,0.9163334,0.93027747,0.9301729,0.91336066
5,0.91955054,0.89868337,0.8897111,0.89881,0.9173449,1.0,0.9272775,0.9403467,0.89984995,0.9165336,0.9276644,0.8979479,0.90495485,0.90310717,0.8845563,0.9143813,0.9070642,0.9041618,0.94533557,0.88764304,0.91223884,0.93710786,0.9412452,0.91094315,0.9042023,0.9353158,0.91639614,0.94480586,0.8999419,0.92281544,0.9002768,0.8811272,0.900291,0.91760206,0.90784436,0.86849576,0.9079204,0.90269744,0.92829645,0.9121671,0.9067519,0.91860807,0.91890514,0.9147698,0.9281009,0.909831,0.89426017,0.9093203
6,0.95170826,0.91500926,0.9117993,0.88854176,0.89996696,0.9272775,1.0000006,0.9139668,0.9166911,0.9253419,0.93685603,0.9127373,0.9337484,0.8924781,0.9026869,0.94834745,0.90190536,0.8894695,0.91237116,0.908418,0.9143026,0.92084515,0.90192044,0.8768075,0.8926906,0.9062506,0.90259796,0.9278312,0.91313547,0.9085552,0.9140874,0.89630294,0.9352141,0.9144731,0.9433467,0.8842795,0.9100896,0.9233091,0.93118435,0.94276065,0.92449564,0.9058721,0.92007905,0.90496004,0.91156673,0.9141358,0.903002,0.917787
7,0.9160485,0.9034995,0.89979553,0.9124319,0.92255443,0.9403467,0.9139668,0.9999993,0.8907082,0.92522895,0.9176197,0.8977518,0.922568,0.9282964,0.8807163,0.9056649,0.920518,0.9061259,0.9354036,0.9102082,0.93197453,0.95453453,0.9467991,0.9430153,0.9309542,0.96929073,0.9327519,0.95332336,0.90182143,0.9285989,0.9266646,0.87644756,0.90529156,0.9282495,0.9292367,0.8612509,0.9347968,0.92379636,0.93550324,0.9375896,0.91842806,0.9470655,0.9283861,0.9302388,0.96149576,0.91643596,0.9046094,0.90372413
8,0.92020404,0.9186319,0.9044852,0.88313437,0.90410835,0.89984995,0.9166911,0.8907082,1.0,0.9018246,0.9012339,0.9625672,0.92239326,0.873464,0.9398521,0.92298186,0.8976369,0.8667667,0.8869748,0.90602434,0.88774496,0.9044624,0.89452225,0.86124104,0.88101053,0.8904429,0.90260756,0.902524,0.8946583,0.9001763,0.9422177,0.9335236,0.90153307,0.8935613,0.89903694,0.92445093,0.9007083,0.91454357,0.8979437,0.9138032,0.9064694,0.89108586,0.9207781,0.87854147,0.89181507,0.9175166,0.9016939,0.9520483
9,0.9298682,0.9201988,0.9214051,0.90828496,0.902678,0.9165336,0.9253419,0.92522895,0.9018246,1.0000001,0.9431463,0.9240754,0.9318983,0.909021,0.90249,0.9289931,0.9182245,0.8995801,0.90725344,0.93221825,0.91723084,0.9281257,0.92461264,0.8948953,0.9266077,0.9183535,0.9146969,0.9213324,0.9525113,0.90632486,0.9264055,0.90228254,0.94815636,0.93284255,0.9424549,0.88772583,0.9122008,0.9201797,0.912615,0.93898374,0.940607,0.90935934,0.9119057,0.921869,0.9253779,0.89190364,0.929291,0.9100302
10,0.9441954,0.9182645,0.92599684,0.90362036,0.9147924,0.9276644,0.93685603,0.9176197,0.9012339,0.9431463,0.9999997,0.9206643,0.94163996,0.8939544,0.8982807,0.93194824,0.9126539,0.89534134,0.9254055,0.92747587,0.91830283,0.9087069,0.9033405,0.88534343,0.9110253,0.9163875,0.9091854,0.93094575,0.93109673,0.90632963,0.93062085,0.89537805,0.92804456,0.92825407,0.95158273,0.8763442,0.91782415,0.9261268,0.91167706,0.9461934,0.92695224,0.92589295,0.92270046,0.9062375,0.9170223,0.8943253,0.9212114,0.91737723
11,0.93307835,0.9325031,0.92794114,0.887424,0.9140245,0.8979479,0.9127373,0.8977518,0.9625672,0.9240754,0.9206643,1.0000004,0.93938184,0.8871875,0.94910324,0.93501294,0.91519123,0.8786725,0.88925964,0.92648125,0.893759,0.9038207,0.89643264,0.863364,0.9011307,0.89776313,0.9111906,0.9085842,0.9197036,0.9035503,0.9618302,0.94670063,0.924004,0.9061699,0.92001307,0.9330697,0.9077319,0.92238766,0.89691293,0.93152803,0.91098946,0.9000534,0.9257847,0.88054043,0.89433515,0.90290785,0.9209931,0.95242
12,0.9516231,0.9285629,0.94908816,0.9057259,0.9245167,0.90495485,0.9337484,0.922568,0.92239326,0.9318983,0.94163996,0.93938184,0.99999976,0.8890663,0.90864396,0.9290234,0.9196737,0.90038174,0.90342027,0.9341489,0.9034432,0.9181852,0.89950776,0.8778699,0.9095594,0.92258155,0.9183463,0.92604184,0.92312425,0.9071969,0.946516,0.9086665,0.9299647,0.91449106,0.9516944,0.89455914,0.91903806,0.9278962,0.9074112,0.94759,0.93903154,0.91683114,0.92647177,0.88777375,0.911564,0.90935194,0.92447907,0.92420477
13,0.8956044,0.8914358,0.8837477,0.89788723,0.90587807,0.90310717,0.8924781,0.9282964,0.873464,0.909021,0.8939544,0.8871875,0.8890663,1.0,0.8579103,0.89313024,0.9090671,0.88074666,0.89637697,0.88372356,0.9108876,0.92481756,0.9074405,0.90328544,0.9223514,0.9172122,0.91102755,0.9230896,0.893161,0.91955996,0.9076439,0.8545258,0.89133716,0.8982083,0.9006671,0.8418735,0.91464126,0.8904727,0.91301465,0.912657,0.9063997,0.9261522,0.9062374,0.9154725,0.92260593,0.9083424,0.8914634,0.8795496
14,0.90934163,0.8989171,0.90008295,0.8576126,0.88760215,0.8845563,0.9026869,0.8807163,0.9398521,0.90249,0.8982807,0.94910324,0.90864396,0.8579103,1.0000001,0.90865475,0.875425,0.85669404,0.8667057,0.90995663,0.8781516,0.8877426,0.8768909,0.85919285,0.8660701,0.8755782,0.8832877,0.8879257,0.9061742,0.8759305,0.9227316,0.98151904,0.90066177,0.88602686,0.90206975,0.96139014,0.8733307,0.9058532,0.884202,0.901809,0.89208305,0.87382036,0.89020324,0.8625077,0.8845194,0.87156975,0.90384394,0.93606156
15,0.95718646,0.921958,0.9223978,0.8900422,0.9044679,0.9143813,0.94834745,0.9056649,0.92298186,0.9289931,0.93194824,0.93501294,0.9290234,0.89313024,0.90865475,0.9999999,0.9083453,0.8950746,0.89636225,0.91160226,0.9174421,0.9118663,0.9040488,0.8781031,0.8998254,0.8992097,0.90574646,0.9280794,0.91274256,0.9128558,0.9207152,0.9074305,0.93526345,0.92990804,0.9380902,0.89693207,0.9272825,0.92940456,0.9273199,0.9514395,0.92555517,0.9089715,0.92564505,0.90982246,0.912194,0.9092401,0.9101171,0.9141358
16,0.91150403,0.90689194,0.90180296,0.93057394,0.92828494,0.9070642,0.90190536,0.920518,0.8976369,0.9182245,0.9126539,0.91519123,0.9196737,0.9090671,0.875425,0.9083453,0.99999994,0.8964563,0.9193948,0.91154677,0.9087561,0.9244858,0.9115641,0.8938554,0.9408455,0.91619843,0.92432946,0.9303558,0.9153691,0.92984474,0.93576753,0.8740626,0.9038531,0.9285555,0.91690874,0.8619014,0.92375076,0.89261186,0.9231347,0.9251708,0.9123364,0.9194147,0.9276824,0.90568936,0.92106974,0.9162112,0.9149241,0.89952457
17,0.9042642,0.87547404,0.883455,0.8916113,0.8911798,0.9041618,0.8894695,0.9061259,0.8667667,0.8995801,0.89534134,0.8786725,0.90038174,0.88074666,0.85669404,0.8950746,0.8964563,0.99999994,0.90187883,0.87560093,0.92289555,0.9063624,0.91021365,0.8765217,0.88116,0.9033395,0.88533366,0.91569346,0.8824006,0.8882485,0.8858004,0.8547706,0.8967736,0.90659577,0.89381135,0.8355866,0.9168659,0.8829251,0.8892425,0.899341,0.8923167,0.8883689,0.9046486,0.90327114,0.903628,0.8926271,0.8783397,0.87882423
18,0.905574,0.8940283,0.87652814,0.9054523,0.9234061,0.94533557,0.91237116,0.9354036,0.8869748,0.90725344,0.9254055,0.88925964,0.90342027,0.89637697,0.8667057,0.89636225,0.9193948,0.90187883,1.0000001,0.8881584,0.91175145,0.9191521,0.91917646,0.9006489,0.9062794,0.9253458,0.9237311,0.95033854,0.8929252,0.91860753,0.9073425,0.86551166,0.88685405,0.9173483,0.91218066,0.84708655,0.9186205,0.9052627,0.9210513,0.9144665,0.9007148,0.92951375,0.9325819,0.90733165,0.92799723,0.915895,0.89633465,0.91003704
19,0.9233437,0.9298284,0.93663824,0.90425026,0.89231277,0.88764304,0.908418,0.9102082,0.90602434,0.93221825,0.92747587,0.92648125,0.9341489,0.88372356,0.90995663,0.91160226,0.91154677,0.87560093,0.8881584,0.99999964,0.8988676,0.89665556,0.89351445,0.8790977,0.9161289,0.904275,0.90648305,0.898314,0.9285277,0.89090157,0.94685376,0.9129897,0.9035104,0.90456223,0.9357291,0.90223825,0.90213877,0.9222235,0.8952303,0.9309207,0.93086195,0.8981876,0.9046399,0.87757117,0.90483445,0.876127,0.94278765,0.9114577
20,0.91449934,0.8915005,0.90173876,0.8842082,0.9063513,0.91223884,0.9143026,0.93197453,0.88774496,0.91723084,0.91830283,0.893759,0.9034432,0.9108876,0.8781516,0.9174421,0.9087561,0.92289555,0.91175145,0.8988676,0.99999976,0.9159072,0.9104418,0.89366454,0.9107101,0.9300662,0.9103865,0.9326844,0.88873833,0.91137844,0.9046528,0.87772477,0.90306884,0.95532733,0.9300716,0.8691714,0.9432096,0.9136215,0.9242291,0.93779874,0.9086098,0.9153402,0.92286986,0.94049835,0.92142385,0.906551,0.8943597,0.89182407
21,0.9260133,0.9040876,0.90109426,0.9084995,0.9138492,0.93710786,0.92084515,0.95453453,0.9044624,0.9281257,0.9087069,0.9038207,0.9181852,0.92481756,0.8877426,0.9118663,0.9244858,0.9063624,0.9191521,0.89665556,0.9159072,1.0,0.9432758,0.92919123,0.9219092,0.94301605,0.9244544,0.9407972,0.91234624,0.923028,0.91851,0.88388103,0.91977656,0.92181003,0.9152398,0.87407595,0.9171676,0.9023335,0.92828745,0.91850245,0.9220226,0.9216525,0.9298864,0.91997164,0.94701165,0.920501,0.8985936,0.9033722
22,0.9106837,0.8972411,0.88559693,0.9041713,0.9014835,0.9412452,0.90192044,0.9467991,0.89452225,0.92461264,0.9033405,0.89643264,0.89950776,0.9074405,0.8768909,0.9040488,0.9115641,0.91021365,0.91917646,0.89351445,0.9104418,0.9432758,0.9999997,0.9408315,0.90857476,0.9390674,0.9102434,0.92937535,0.90121776,0.9124989,0.9064914,0.8720896,0.9051239,0.926266,0.90317696,0.86204773,0.91255003,0.9027721,0.91502535,0.909256,0.90613437,0.9104646,0.90573126,0.91179353,0.9452568,0.8990913,0.8906856,0.895038
23,0.8867546,0.86891305,0.8653336,0.8786558,0.884668,0.91094315,0.8768075,0.9430153,0.86124104,0.8948953,0.88534343,0.863364,0.8778699,0.90328544,0.85919285,0.8781031,0.8938554,0.8765217,0.9006489,0.8790977,0.89366454,0.92919123,0.9408315,0.99999976,0.8944232,0.9324799,0.8929087,0.9096178,0.8704932,0.8861673,0.88961625,0.84834194,0.87318015,0.90420157,0.8829257,0.8352459,0.9067774,0.89092827,0.89525235,0.89334714,0.88489753,0.90211356,0.88273335,0.8894854,0.96416545,0.87528676,0.8706281,0.8707522
24,0.90648025,0.9059271,0.9016646,0.9128946,0.92913914,0.9042023,0.8926906,0.9309542,0.88101053,0.9266077,0.9110253,0.9011307,0.9095594,0.9223514,0.8660701,0.8998254,0.9408455,0.88116,0.9062794,0.9161289,0.9107101,0.9219092,0.90857476,0.8944232,1.0,0.9328984,0.92706156,0.92334026,0.915387,0.92531204,0.9321186,0.85537,0.9054345,0.92192084,0.9227402,0.8462314,0.92264485,0.90095276,0.9214963,0.92242116,0.9137259,0.9354826,0.92162704,0.90901214,0.9242783,0.90939826,0.9130751,0.87948924
25,0.91619617,0.90301234,0.9071658,0.90254766,0.9219343,0.9353158,0.9062506,0.96929073,0.8904429,0.9183535,0.9163875,0.89776313,0.92258155,0.9172122,0.8755782,0.8992097,0.91619843,0.9033395,0.9253458,0.904275,0.9300662,0.94301605,0.9390674,0.9324799,0.9328984,0.9999998,0.9322041,0.94248724,0.8947067,0.9210984,0.92507726,0.86897427,0.90435153,0.9290009,0.9249147,0.8562256,0.9365306,0.924641,0.9230902,0.93201065,0.9142992,0.94219756,0.9249543,0.9125547,0.9496395,0.9131942,0.893803,0.8959733
26,0.92223805,0.94513017,0.915606,0.9002029,0.9448803,0.91639614,0.90259796,0.9327519,0.90260756,0.9146969,0.9091854,0.9111906,0.9183463,0.91102755,0.8832877,0.90574646,0.92432946,0.88533366,0.9237311,0.90648305,0.9103865,0.9244544,0.9102434,0.8929087,0.92706156,0.9322041,0.99999976,0.9418398,0.90327,0.9365979,0.9315114,0.88114727,0.8972242,0.91694784,0.92041147,0.8752135,0.9225143,0.9058965,0.92635876,0.92408764,0.9231349,0.935654,0.95046866,0.9025995,0.9233719,0.94102657,0.91379064,0.9111735
27,0.9304589,0.91271234,0.9051708,0.9077128,0.9402877,0.94480586,0.9278312,0.95332336,0.902524,0.9213324,0.93094575,0.9085842,0.92604184,0.9230896,0.8879257,0.9280794,0.9303558,0.91569346,0.95033854,0.898314,0.9326844,0.9407972,0.92937535,0.9096178,0.92334026,0.94248724,0.9418398,0.9999999,0.90258175,0.9476216,0.9244493,0.8827383,0.91248864,0.9305719,0.93118495,0.8699993,0.94213086,0.9223571,0.94527197,0.9400437,0.91988766,0.95780563,0.95114374,0.93803096,0.9435188,0.93857914,0.9067682,0.91642743
28,0.92210543,0.9173798,0.9211704,0.90763074,0.90319645,0.8999419,0.91313547,0.90182143,0.8946583,0.9525113,0.93109673,0.9197036,0.92312425,0.893161,0.9061742,0.91274256,0.9153691,0.8824006,0.8929252,0.9285277,0.88873833,0.91234624,0.90121776,0.8704932,0.915387,0.8947067,0.90327,0.90258175,0.9999998,0.8919848,0.92805386,0.9053011,0.9266266,0.8962461,0.93480736,0.887473,0.8890898,0.903197,0.8931746,0.9198174,0.93232083,0.8958283,0.90296954,0.8845194,0.9027638,0.8814721,0.94724977,0.8984611
29,0.91591924,0.9137675,0.8885192,0.8930534,0.93913203,0.92281544,0.9085552,0.9285989,0.9001763,0.90632486,0.90632963,0.9035503,0.9071969,0.91955996,0.8759305,0.9128558,0.92984474,0.8882485,0.91860753,0.89090157,0.91137844,0.923028,0.9124989,0.8861673,0.92531204,0.9210984,0.9365979,0.9476216,0.8919848,1.0000002,0.9180796,0.8699929,0.8973817,0.9117938,0.9161858,0.86056656,0.92187315,0.91131663,0.9364934,0.9254042,0.90511674,0.9388889,0.9325166,0.9142366,0.919378,0.93640846,0.8955231,0.9082024
30,0.9341877,0.94284916,0.9362116,0.9133176,0.9334605,0.9002768,0.9140874,0.9266646,0.9422177,0.9264055,0.93062085,0.9618302,0.946516,0.9076439,0.9227316,0.9207152,0.93576753,0.8858004,0.9073425,0.94685376,0.9046528,0.91851,0.9064914,0.88961625,0.9321186,0.92507726,0.9315114,0.9244493,0.92805386,0.9180796,0.9999996,0.9137837,0.91570944,0.91269237,0.9369634,0.900004,0.9264028,0.9425726,0.9071293,0.9466285,0.93233263,0.93242216,0.9348824,0.8902123,0.91683096,0.91491675,0.93469656,0.9453095
31,0.9037804,0.89329326,0.904757,0.8596636,0.8767076,0.8811272,0.89630294,0.87644756,0.9335236,0.90228254,0.89537805,0.94670063,0.9086665,0.8545258,0.98151904,0.9074305,0.8740626,0.8547706,0.86551166,0.9129897,0.87772477,0.88388103,0.8720896,0.84834194,0.85537,0.86897427,0.88114727,0.8827383,0.9053011,0.8699929,0.9137837,0.99999994,0.8985008,0.88794446,0.90109956,0.97639894,0.8698908,0.8992886,0.8784356,0.9001579,0.89232725,0.8633655,0.8904341,0.8625745,0.87789774,0.86490315,0.9057848,0.93369794
32,0.94397134,0.9093308,0.91774136,0.8970794,0.8972634,0.900291,0.9352141,0.90529156,0.90153307,0.94815636,0.92804456,0.924004,0.9299647,0.89133716,0.90066177,0.93526345,0.9038531,0.8967736,0.88685405,0.9035104,0.90306884,0.91977656,0.9051239,0.87318015,0.9054345,0.90435153,0.8972242,0.91248864,0.9266266,0.8973817,0.91570944,0.8985008,1.0000005,0.9178302,0.93295145,0.88124526,0.9066205,0.9116448,0.9081137,0.92867464,0.91605383,0.8960302,0.9098333,0.89548457,0.90853864,0.893692,0.91037095,0.90142065
33,0.92246884,0.898462,0.9118089,0.8967629,0.90885967,0.91760206,0.9144731,0.9282495,0.8935613,0.93284255,0.92825407,0.9061699,0.91449106,0.8982083,0.88602686,0.92990804,0.9285555,0.90659577,0.9173483,0.90456223,0.95532733,0.92181003,0.926266,0.90420157,0.92192084,0.9290009,0.91694784,0.9305719,0.8962461,0.9117938,0.91269237,0.88794446,0.9178302,0.99999976,0.93231785,0.87983924,0.9379305,0.9191742,0.9275001,0.93664163,0.91566926,0.9199016,0.9221663,0.9279878,0.93167156,0.9063,0.8935995,0.9046261
34,0.94511765,0.9275366,0.9339508,0.9059088,0.92415833,0.90784436,0.9433467,0.9292367,0.89903694,0.9424549,0.95158273,0.92001307,0.9516944,0.9006671,0.90206975,0.9380902,0.91690874,0.89381135,0.91218066,0.9357291,0.9300716,0.9152398,0.90317696,0.8829257,0.9227402,0.9249147,0.92041147,0.93118495,0.93480736,0.9161858,0.9369634,0.90109956,0.93295145,0.93231785,0.9999998,0.8809007,0.92375726,0.93818635,0.92061484,0.964252,0.92900336,0.9357649,0.9237628,0.90364784,0.9242407,0.89620674,0.9311829,0.9086821
35,0.89308757,0.8847426,0.89700645,0.83883435,0.8658596,0.86849576,0.8842795,0.8612509,0.92445093,0.88772583,0.8763442,0.9330697,0.89455914,0.8418735,0.96139014,0.89693207,0.8619014,0.8355866,0.84708655,0.90223825,0.8691714,0.87407595,0.86204773,0.8352459,0.8462314,0.8562256,0.8752135,0.8699993,0.887473,0.86056656,0.900004,0.97639894,0.88124526,0.87983924,0.8809007,1.0000001,0.85712177,0.88635206,0.8724612,0.8873813,0.8845149,0.8477207,0.8766196,0.85398,0.86196613,0.86283225,0.89000726,0.9197722
36,0.9215852,0.9085894,0.91388935,0.9073116,0.9156542,0.9079204,0.9100896,0.9347968,0.9007083,0.9122008,0.91782415,0.9077319,0.91903806,0.91464126,0.8733307,0.9272825,0.92375076,0.9168659,0.9186205,0.90213877,0.9432096,0.9171676,0.91255003,0.9067774,0.92264485,0.9365306,0.9225143,0.94213086,0.8890898,0.92187315,0.9264028,0.8698908,0.9066205,0.9379305,0.92375726,0.85712177,1.0,0.92923623,0.9355824,0.943879,0.91140103,0.9436565,0.9397908,0.9245098,0.93315136,0.91767067,0.8982012,0.90617484
37,0.9308378,0.9119073,0.9196631,0.87905645,0.90304995,0.90269744,0.9233091,0.92379636,0.91454357,0.9201797,0.9261268,0.92238766,0.9278962,0.8904727,0.9058532,0.92940456,0.89261186,0.8829251,0.9052627,0.9222235,0.9136215,0.9023335,0.9027721,0.89092827,0.90095276,0.924641,0.9058965,0.9223571,0.903197,0.91131663,0.9425726,0.8992886,0.9116448,0.9191742,0.93818635,0.88635206,0.92923623,1.0,0.9213425,0.9520285,0.9198543,0.9200386,0.91204864,0.9002656,0.9198178,0.89536476,0.904308,0.9248324
38,0.9249644,0.90479106,0.89713407,0.89515764,0.9148065,0.92829645,0.93118435,0.93550324,0.8979437,0.912615,0.91167706,0.89691293,0.9074112,0.91301465,0.884202,0.9273199,0.9231347,0.8892425,0.9210513,0.8952303,0.9242291,0.92828745,0.91502535,0.89525235,0.9214963,0.9230902,0.92635876,0.94527197,0.8931746,0.9364934,0.9071293,0.8784356,0.9081137,0.9275001,0.92061484,0.8724612,0.9355824,0.9213425,0.99999976,0.9335196,0.9085462,0.9278732,0.9233788,0.92239034,0.9318586,0.9181253,0.89531237,0.8980186
39,0.94537663,0.9326541,0.93304163,0.9080224,0.9227701,0.9121671,0.94276065,0.9375896,0.9138032,0.93898374,0.9461934,0.93152803,0.94759,0.912657,0.901809,0.9514395,0.9251708,0.899341,0.9144665,0.9309207,0.93779874,0.91850245,0.909256,0.89334714,0.92242116,0.93201065,0.92408764,0.9400437,0.9198174,0.9254042,0.9466285,0.9001579,0.92867464,0.93664163,0.964252,0.8873813,0.943879,0.9520285,0.9335196,1.0000002,0.9342614,0.94112724,0.93288517,0.92289335,0.9271776,0.9150316,0.9250813,0.9214339
40,0.9305425,0.93159425,0.9358791,0.9018092,0.9027831,0.9067519,0.92449564,0.91842806,0.9064694,0.940607,0.92695224,0.91098946,0.93903154,0.9063997,0.89208305,0.92555517,0.9123364,0.8923167,0.9007148,0.93086195,0.9086098,0.9220226,0.90613437,0.88489753,0.9137259,0.9142992,0.9231349,0.91988766,0.93232083,0.90511674,0.93233263,0.89232725,0.91605383,0.91566926,0.92900336,0.8845149,0.91140103,0.9198543,0.9085462,0.9342614,1.0000004,0.90740657,0.9160973,0.9025295,0.9100494,0.9236501,0.92282015,0.91238374
41,0.91722006,0.90882635,0.898468,0.91214573,0.94152,0.91860807,0.9058721,0.9470655,0.89108586,0.90935934,0.92589295,0.9000534,0.91683114,0.9261522,0.87382036,0.9089715,0.9194147,0.8883689,0.92951375,0.8981876,0.9153402,0.9216525,0.9104646,0.90211356,0.9354826,0.94219756,0.935654,0.95780563,0.8958283,0.9388889,0.93242216,0.8633655,0.8960302,0.9199016,0.9357649,0.8477207,0.9436565,0.9200386,0.9278732,0.94112724,0.90740657,0.99999994,0.93743503,0.92186,0.93435955,0.9214094,0.89709455,0.90494275
42,0.9352819,0.9297173,0.9115175,0.89887786,0.9399193,0.91890514,0.92007905,0.9283861,0.9207781,0.9119057,0.92270046,0.9257847,0.92647177,0.9062374,0.89020324,0.92564505,0.9276824,0.9046486,0.9325819,0.9046399,0.92286986,0.9298864,0.90573126,0.88273335,0.92162704,0.9249543,0.95046866,0.95114374,0.90296954,0.9325166,0.9348824,0.8904341,0.9098333,0.9221663,0.9237628,0.8766196,0.9397908,0.91204864,0.9233788,0.93288517,0.9160973,0.93743503,0.9999999,0.9167817,0.9182575,0.9534811,0.91587377,0.9267036
43,0.9003777,0.87814295,0.8788748,0.8867709,0.89134914,0.9147698,0.90496004,0.9302388,0.87854147,0.921869,0.9062375,0.88054043,0.88777375,0.9154725,0.8625077,0.90982246,0.90568936,0.90327114,0.90733165,0.87757117,0.94049835,0.91997164,0.91179353,0.8894854,0.90901214,0.9125547,0.9025995,0.93803096,0.8845194,0.9142366,0.8902123,0.8625745,0.89548457,0.9279878,0.90364784,0.85398,0.9245098,0.9002656,0.92239034,0.92289335,0.9025295,0.92186,0.9167817,1.0000004,0.9168272,0.90289044,0.8826034,0.88170624
44,0.9139639,0.89842755,0.8950872,0.9076254,0.9163334,0.9281009,0.91156673,0.96149576,0.89181507,0.9253779,0.9170223,0.89433515,0.911564,0.92260593,0.8845194,0.912194,0.92106974,0.903628,0.92799723,0.90483445,0.92142385,0.94701165,0.9452568,0.96416545,0.9242783,0.9496395,0.9233719,0.9435188,0.9027638,0.919378,0.91683096,0.87789774,0.90853864,0.93167156,0.9242407,0.86196613,0.93315136,0.9198178,0.9318586,0.9271776,0.9100494,0.93435955,0.9182575,0.9168272,1.0000002,0.90717053,0.9030013,0.8953162
45,0.9183415,0.92321956,0.89066404,0.8843333,0.93027747,0.909831,0.9141358,0.91643596,0.9175166,0.89190364,0.8943253,0.90290785,0.90935194,0.9083424,0.87156975,0.9092401,0.9162112,0.8926271,0.915895,0.876127,0.906551,0.920501,0.8990913,0.87528676,0.90939826,0.9131942,0.94102657,0.93857914,0.8814721,0.93640846,0.91491675,0.86490315,0.893692,0.9063,0.89620674,0.86283225,0.91767067,0.89536476,0.9181253,0.9150316,0.9236501,0.9214094,0.9534811,0.90289044,0.90717053,0.99999994,0.89083767,0.91782093
46,0.9149203,0.92901516,0.91692156,0.91362846,0.9301729,0.89426017,0.903002,0.9046094,0.9016939,0.929291,0.9212114,0.9209931,0.92447907,0.8914634,0.90384394,0.9101171,0.9149241,0.8783397,0.89633465,0.94278765,0.8943597,0.8985936,0.8906856,0.8706281,0.9130751,0.893803,0.91379064,0.9067682,0.94724977,0.8955231,0.93469656,0.9057848,0.91037095,0.8935995,0.9311829,0.89000726,0.8982012,0.904308,0.89531237,0.9250813,0.92282015,0.89709455,0.91587377,0.8826034,0.9030013,0.89083767,1.0,0.9058005
47,0.9194062,0.9228135,0.90430355,0.88590246,0.91336066,0.9093203,0.917787,0.90372413,0.9520483,0.9100302,0.91737723,0.95242,0.92420477,0.8795496,0.93606156,0.9141358,0.89952457,0.87882423,0.91003704,0.9114577,0.89182407,0.9033722,0.895038,0.8707522,0.87948924,0.8959733,0.9111735,0.91642743,0.8984611,0.9082024,0.9453095,0.93369794,0.90142065,0.9046261,0.9086821,0.9197722,0.90617484,0.9248324,0.8980186,0.9214339,0.91238374,0.90494275,0.9267036,0.88170624,0.8953162,0.91782093,0.9058005,1.0000001
